edge_id,source_node_id,target_node_id,asset_id,asset_key,asset_type,subtype,start_date,end_date,is_active_at_end,player_name,contract_expiry_year,average_annual_salary,acquisition_method,original_team,pick_year,pick_number,protections_raw,protections_structured,swap_conditions_raw,swap_conditions_structured,prior_transactions
edg_ast_mem_player_cam_spencer_4fabe1c483_evt_mem_ev_6e14457fc1,evt_mem_evt_20240708_sign_cam_two_way_2024_07_08_con_f778add05a,evt_mem_evt_20250714_re_sign_cam_2025_07_14_re_signi_d7e85d402a,ast_mem_player_cam_spencer_4fabe1c483,player_cam_spencer,two_way,two_way_contract,2024-07-08,2025-07-14,false,Cam Spencer,,,two_way_signing,,,,,,,,"[""2024-07-06|trade|acquire"", ""2024-07-08|contract_signing|modify""]"
edg_ast_mem_player_cam_spencer_4fabe1c483_evt_mem_ev_d31841a968,evt_mem_evt_20250714_re_sign_cam_2025_07_14_re_signi_d7e85d402a,state_end_mem_20260226,ast_mem_player_cam_spencer_4fabe1c483,player_cam_spencer,two_way,two_way_contract,2025-07-14,,true,Cam Spencer,,,re_signing,,,,,,,,"[""2024-07-06|trade|acquire"", ""2024-07-08|contract_signing|modify"", ""2025-07-14|re_signing|modify""]"
edg_ast_mem_player_cedric_coward_331614329d_evt_mem__787b1ad248,evt_mem_evt_20250625_trade_up_cedric_2025_06_25_trad_8d1c8e0f53,evt_mem_evt_20250707_sign_cedric_2025_07_07_contract_61b8010e40,ast_mem_player_cedric_coward_331614329d,player_cedric_coward,full_roster,draft_rights,2025-06-25,2025-07-07,false,Cedric Coward,,,draft_night_trade,,,,,,,,"[""2025-06-25|trade|acquire""]"
edg_ast_mem_player_cedric_coward_331614329d_evt_mem__1dce568838,evt_mem_evt_20250707_sign_cedric_2025_07_07_contract_61b8010e40,state_end_mem_20260226,ast_mem_player_cedric_coward_331614329d,player_cedric_coward,full_roster,player_contract,2025-07-07,,true,Cedric Coward,,,rookie_scale_signing,,,,,,,,"[""2025-06-25|trade|acquire"", ""2025-07-07|contract_signing|modify""]"
edg_ast_mem_player_charles_bassey_17b4496b3d_evt_mem_feb4f3bdf1,evt_mem_evt_20251027_sign_bassey_2025_10_27_contract_226f74bedc,state_end_mem_20260226,ast_mem_player_charles_bassey_17b4496b3d,player_charles_bassey,full_roster,player_contract,2025-10-27,,true,Charles Bassey,,,contract_signing,,,,,,,,"[""2025-10-27|contract_signing|acquire""]"
edg_ast_mem_player_christian_koloko_6a531ce7d6_evt_m_c254d8015b,evt_mem_evt_20251222_sign_koloko_2025_12_22_contract_7e11d111e6,evt_mem_evt_20260102_sign_koloko_again_2026_01_02_co_a6bfa979f7,ast_mem_player_christian_koloko_6a531ce7d6,player_christian_koloko,full_roster,player_contract,2025-12-22,2026-01-02,false,Christian Koloko,,,10_day_signing,,,,,,,,"[""2025-12-22|contract_signing|acquire""]"
edg_ast_mem_player_christian_koloko_6a531ce7d6_evt_m_7f76f45dcd,evt_mem_evt_20260102_sign_koloko_again_2026_01_02_co_a6bfa979f7,state_end_mem_20260226,ast_mem_player_christian_koloko_6a531ce7d6,player_christian_koloko,full_roster,player_contract,2026-01-02,,true,Christian Koloko,,,10_day_signing,,,,,,,,"[""2025-12-22|contract_signing|acquire"", ""2026-01-02|contract_signing|modify""]"
edg_ast_mem_player_cole_anthony_20e747f459_evt_mem_e_d367b22315,evt_mem_evt_20250615_trade_bane_2025_06_15_trade_de9587a20e,evt_mem_evt_20250712_waive_cole_2025_07_12_waiver_5b14489da7,ast_mem_player_cole_anthony_20e747f459,player_cole_anthony,full_roster,player_contract,2025-06-15,2025-07-12,false,Cole Anthony,,,trade,,,,,,,,"[""2025-06-15|trade|acquire""]"
edg_ast_mem_player_colin_castleton_aa95520d04_evt_me_1308c75a2f,evt_mem_evt_20241030_sign_castleton_two_way_2024_10__f294583cc6,evt_mem_evt_20250110_end_castleton_two_way_2025_01_1_37b78efdf3,ast_mem_player_colin_castleton_aa95520d04,player_colin_castleton,two_way,two_way_contract,2024-10-30,2025-01-10,false,Colin Castleton,,,two_way_signing,,,,,,,,"[""2024-10-30|contract_signing|acquire""]"
edg_ast_mem_player_dakota_mathias_9edc8c7ec5_evt_mem_81f8b85e58,evt_mem_evt_20221014_sign_mathias_2022_10_14_contrac_d71713d84c,evt_mem_evt_20221015_waive_mathias_2022_10_15_waiver_60b0d783cc,ast_mem_player_dakota_mathias_9edc8c7ec5,player_dakota_mathias,full_roster,player_contract,2022-10-14,2022-10-15,false,Dakota Mathias,,,camp_signing,,,,,,,,"[""2022-10-14|contract_signing|acquire""]"
edg_ast_mem_player_danny_green_74d1c879e1_evt_mem_ev_b8c7cb0b64,evt_mem_evt_20220624_trade_melton_2022_06_24_trade_ca4de59eae,evt_mem_evt_20230209_trade_kennard_2023_02_09_trade_bc5e54ca9a,ast_mem_player_danny_green_74d1c879e1,player_danny_green,full_roster,player_contract,2022-06-24,2023-02-09,false,Danny Green,2022,10.0,trade,,,,,,,,"[""2022-05-14|initial_state|held"", ""2022-06-24|trade|acquire""]"
edg_ast_mem_player_david_roddy_f66e9d4c45_evt_mem_ev_b1d7e7f916,evt_mem_evt_20220624_trade_melton_2022_06_24_trade_ca4de59eae,evt_mem_evt_20220701_sign_roddy_2022_07_01_contract__aa2bd845e7,ast_mem_player_david_roddy_f66e9d4c45,player_david_roddy,full_roster,draft_rights,2022-06-24,2022-07-01,false,David Roddy,,,draft_night_trade,,,,,,,,"[""2022-06-24|trade|acquire""]"
edg_ast_mem_player_david_roddy_f66e9d4c45_evt_mem_ev_5119bf33cc,evt_mem_evt_20220701_sign_roddy_2022_07_01_contract__aa2bd845e7,state_end_mem_20260226,ast_mem_player_david_roddy_f66e9d4c45,player_david_roddy,full_roster,player_contract,2022-07-01,,true,David Roddy,,,rookie_scale_signing,,,,,,,,"[""2022-06-24|trade|acquire"", ""2022-07-01|contract_signing|modify""]"
edg_ast_mem_player_deanthony_melton_26e514f787_state_7e64feb652,state_start_mem_20220514,evt_mem_evt_20220624_trade_melton_2022_06_24_trade_ca4de59eae,ast_mem_player_deanthony_melton_26e514f787,player_deanthony_melton,full_roster,player_contract,2022-05-14,2022-06-24,false,De'Anthony Melton,2024,8.0,carryover_2021_22,,,,,,,,"[""2022-05-14|initial_state|held""]"
edg_ast_mem_player_dejon_jarreau_724485086d_evt_mem__3910b1cf40,evt_mem_evt_20240310_sign_dejon_jarreau_2024_03_10_c_088166e60a,evt_mem_evt_20240320_sign_dejon_jarreau_again_2024_0_16c4d2b542,ast_mem_player_dejon_jarreau_724485086d,player_dejon_jarreau,full_roster,player_contract,2024-03-10,2024-03-20,false,DeJon Jarreau,,,contract_signing,,,,,,,,"[""2024-03-10|contract_signing|acquire""]"
edg_ast_mem_player_dejon_jarreau_724485086d_evt_mem__9f6e2e53fb,evt_mem_evt_20240320_sign_dejon_jarreau_again_2024_0_16c4d2b542,state_end_mem_20260226,ast_mem_player_dejon_jarreau_724485086d,player_dejon_jarreau,full_roster,player_contract,2024-03-20,,true,DeJon Jarreau,,,contract_signing,,,,,,,,"[""2024-03-10|contract_signing|acquire"", ""2024-03-20|contract_signing|modify""]"
edg_ast_mem_player_derrick_rose_1d9e62cc5a_evt_mem_e_7a046a6b85,evt_mem_evt_20230703_sign_rose_2023_07_03_contract_s_77eed0e88a,evt_mem_evt_20240923_waive_rose_2024_09_23_waiver_0815a5ab85,ast_mem_player_derrick_rose_1d9e62cc5a,player_derrick_rose,full_roster,player_contract,2023-07-03,2024-09-23,false,Derrick Rose,,3.4,contract_signing,,,,,,,,"[""2023-07-03|contract_signing|acquire""]"
edg_ast_mem_player_desmond_bane_7ab119c9e6_state_sta_6855fc4ee6,state_start_mem_20220514,evt_mem_evt_20230708_ext_bane_2023_07_08_extension_efd6dd2826,ast_mem_player_desmond_bane_7ab119c9e6,player_desmond_bane,full_roster,player_contract,2022-05-14,2023-07-08,false,Desmond Bane,2024,2.13,carryover_2021_22,,,,,,,,"[""2022-05-14|initial_state|held""]"
edg_ast_mem_player_desmond_bane_7ab119c9e6_evt_mem_e_89ecafe61a,evt_mem_evt_20230708_ext_bane_2023_07_08_extension_efd6dd2826,evt_mem_evt_20250615_trade_bane_2025_06_15_trade_de9587a20e,ast_mem_player_desmond_bane_7ab119c9e6,player_desmond_bane,full_roster,player_contract,2023-07-08,2025-06-15,false,Desmond Bane,2029,39.0,rookie_scale_extension,,,,,,,,"[""2022-05-14|initial_state|held"", ""2023-07-08|extension|modify""]"
edg_ast_mem_player_dillon_brooks_bcedacdd64_state_st_3476368900,state_start_mem_20220514,evt_mem_evt_20230708_trade_brooks_2023_07_08_trade_16af7da464,ast_mem_player_dillon_brooks_bcedacdd64,player_dillon_brooks,full_roster,player_contract,2022-05-14,2023-07-08,false,Dillon Brooks,2023,11.4,carryover_2021_22,,,,,,,,"[""2022-05-14|initial_state|held""]"
edg_ast_mem_player_ej_onu_71dd912c8c_evt_mem_evt_202_41f69e9db9,evt_mem_evt_20221013_sign_onu_2022_10_13_contract_si_9142e46a3c,evt_mem_evt_20221014_waive_onu_2022_10_14_waiver_f54115a1cc,ast_mem_player_ej_onu_71dd912c8c,player_ej_onu,full_roster,player_contract,2022-10-13,2022-10-14,false,EJ Onu,,,camp_signing,,,,,,,,"[""2022-10-13|contract_signing|acquire""]"
edg_ast_mem_player_eric_gordon_d04d30c738_evt_mem_ev_482ae6070a,evt_mem_evt_20260205_trade_jessup_2026_02_05_trade_d6d170dd00,evt_mem_evt_20260206_waive_gordon_2026_02_06_waiver_12d56f9905,ast_mem_player_eric_gordon_d04d30c738,player_eric_gordon,full_roster,player_contract,2026-02-05,2026-02-06,false,Eric Gordon,,,trade,,,,,,,,"[""2026-02-05|trade|acquire""]"
edg_ast_mem_player_georges_niang_4a28ce7943_evt_mem__5df9f0303a,evt_mem_evt_20260203_trade_jjj_2026_02_03_trade_db62e31a6e,evt_mem_evt_20260205_waive_niang_2026_02_05_waiver_a8cd4e8d6f,ast_mem_player_georges_niang_4a28ce7943,player_georges_niang,full_roster,player_contract,2026-02-03,2026-02-05,false,Georges Niang,,,trade,,,,,,,,"[""2026-02-03|trade|acquire""]"
edg_ast_mem_player_gg_jackson_c995d2aa42_evt_mem_evt_e84b3b5346,evt_mem_evt_20230622_draft_gg_2023_06_22_draft_pick_397e2cb645,evt_mem_evt_20230831_sign_gg_two_way_2023_08_31_cont_4e60897729,ast_mem_player_gg_jackson_c995d2aa42,player_gg_jackson,full_roster,draft_pick,2023-06-22,2023-08-31,false,GG Jackson,,,draft_pick,,,,,,,,"[""2023-06-22|draft_pick|acquire""]"
edg_ast_mem_player_gg_jackson_c995d2aa42_evt_mem_evt_1e744aa637,evt_mem_evt_20230831_sign_gg_two_way_2023_08_31_cont_4e60897729,evt_mem_evt_20240209_conv_gg_2024_02_09_conversion_c3f2b10c89,ast_mem_player_gg_jackson_c995d2aa42,player_gg_jackson,two_way,two_way_contract,2023-08-31,2024-02-09,false,GG Jackson,,,two_way_signing,,,,,,,,"[""2023-06-22|draft_pick|acquire"", ""2023-08-31|contract_signing|modify""]"
edg_ast_mem_player_gg_jackson_c995d2aa42_evt_mem_evt_0a1a83083f,evt_mem_evt_20240209_conv_gg_2024_02_09_conversion_c3f2b10c89,state_end_mem_20260226,ast_mem_player_gg_jackson_c995d2aa42,player_gg_jackson,full_roster,player_contract,2024-02-09,,true,GG Jackson,,,conversion,,,,,,,,"[""2023-06-22|draft_pick|acquire"", ""2023-08-31|contract_signing|modify"", ""2024-02-09|conversion|modify""]"
edg_ast_mem_player_isaiah_todd_d12e78b82e_evt_mem_ev_9210bb1b0c,evt_mem_evt_20230711_trade_swap_phx_2023_07_11_trade_2983cec30d,evt_mem_evt_20230930_waive_todd_2023_09_30_waiver_aef4974701,ast_mem_player_isaiah_todd_d12e78b82e,player_isaiah_todd,full_roster,player_contract,2023-07-11,2023-09-30,false,Isaiah Todd,,,trade,,,,,,,,"[""2023-07-11|trade|acquire""]"
edg_ast_mem_player_ja_morant_cd090610e1_state_start__1fecd04ca5,state_start_mem_20220514,evt_mem_evt_20220706_ext_morant_2022_07_06_extension_40a0fefa33,ast_mem_player_ja_morant_cd090610e1,player_ja_morant,full_roster,player_contract,2022-05-14,2022-07-06,false,Ja Morant,2024,12.12,carryover_2021_22,,,,,,,,"[""2022-05-14|initial_state|held""]"
edg_ast_mem_player_ja_morant_cd090610e1_evt_mem_evt__c3449e25ed,evt_mem_evt_20220706_ext_morant_2022_07_06_extension_40a0fefa33,state_end_mem_20260226,ast_mem_player_ja_morant_cd090610e1,player_ja_morant,full_roster,player_contract,2022-07-06,,true,Ja Morant,2028,39.5,rookie_scale_extension,,,,,,,,"[""2022-05-14|initial_state|held"", ""2022-07-06|extension|modify""]"
edg_ast_mem_player_jack_white_54aef2934d_evt_mem_evt_040bc77fc2,evt_mem_evt_20240409_sign_jack_white_2024_04_09_cont_b45abe732b,state_end_mem_20260226,ast_mem_player_jack_white_54aef2934d,player_jack_white,full_roster,player_contract,2024-04-09,,true,Jack White,,,contract_signing,,,,,,,,"[""2024-04-09|contract_signing|acquire""]"
edg_ast_mem_player_jacob_gilyard_26e10dd365_evt_mem__881c430d5b,evt_mem_evt_20220923_sign_gilyard_2022_09_23_contrac_6e990792bd,evt_mem_evt_20221010_waive_gilyard_2022_10_10_waiver_8d3ee58ccd,ast_mem_player_jacob_gilyard_26e10dd365,player_jacob_gilyard,two_way,two_way_contract,2022-09-23,2022-10-10,false,Jacob Gilyard,,,two_way_signing,,,,,,,,"[""2022-09-23|contract_signing|acquire""]"
edg_ast_mem_player_jacob_gilyard_26e10dd365_evt_mem__32310e9e6d,evt_mem_evt_20230408_sign_gilyard_two_way_2023_04_08_4052eadb0a,evt_mem_evt_20240224_sign_goodwin_two_way_2024_02_24_72bf1b3644,ast_mem_player_jacob_gilyard_26e10dd365,player_jacob_gilyard,two_way,two_way_contract,2023-04-08,2024-02-24,false,Jacob Gilyard,,,two_way_signing,,,,,,,,"[""2022-09-23|contract_signing|acquire"", ""2022-10-10|waiver|terminate"", ""2023-04-08|contract_signing|acquire""]"
edg_ast_mem_player_jahmai_mashack_5e02abbc05_evt_mem_182cb0d881,evt_mem_evt_20251116_sign_jahmai_two_way_2025_11_16__5ce8f79304,state_end_mem_20260226,ast_mem_player_jahmai_mashack_5e02abbc05,player_jahmai_mashack,two_way,two_way_contract,2025-11-16,,true,Jahmai Mashack,,,two_way_signing,,,,,,,,"[""2025-07-06|trade|acquire"", ""2025-11-16|contract_signing|acquire""]"
edg_ast_mem_player_jake_laravia_7bb7c89164_evt_mem_e_d8b9c6c96d,evt_mem_evt_20220624_trade_laravia_2022_06_24_trade_2172abbf6c,evt_mem_evt_20220701_sign_laravia_2022_07_01_contrac_efe440ddbd,ast_mem_player_jake_laravia_7bb7c89164,player_jake_laravia,full_roster,draft_rights,2022-06-24,2022-07-01,false,Jake LaRavia,,,draft_night_trade,,,,,,,,"[""2022-06-24|trade|acquire""]"
edg_ast_mem_player_jake_laravia_7bb7c89164_evt_mem_e_07f81ceb61,evt_mem_evt_20220701_sign_laravia_2022_07_01_contrac_efe440ddbd,evt_mem_evt_20250206_trade_deadline_2025_02_06_trade_fe97bce1ad,ast_mem_player_jake_laravia_7bb7c89164,player_jake_laravia,full_roster,player_contract,2022-07-01,2025-02-06,false,Jake LaRavia,,,rookie_scale_signing,,,,,,,,"[""2022-06-24|trade|acquire"", ""2022-07-01|contract_signing|modify""]"
edg_ast_mem_player_james_huff_eabb3709ce_evt_mem_evt_38555831f3,evt_mem_evt_20240724_sign_huff_two_way_2024_07_24_co_986fb34906,evt_mem_evt_20241028_conv_huff_2024_10_28_conversion_5e6e9c63fd,ast_mem_player_james_huff_eabb3709ce,player_james_huff,two_way,two_way_contract,2024-07-24,2024-10-28,false,James Huff,,,two_way_signing,,,,,,,,"[""2024-07-24|contract_signing|acquire""]"
edg_ast_mem_player_james_huff_eabb3709ce_evt_mem_evt_bbf6601abb,evt_mem_evt_20241028_conv_huff_2024_10_28_conversion_5e6e9c63fd,evt_mem_evt_20250706_trade_huff_2025_07_06_trade_f28376657d,ast_mem_player_james_huff_eabb3709ce,player_james_huff,full_roster,player_contract,2024-10-28,2025-07-06,false,James Huff,,,conversion,,,,,,,,"[""2024-07-24|contract_signing|acquire"", ""2024-10-28|conversion|modify""]"
edg_ast_mem_player_jaren_jackson_jr_f365479aec_state_a4888ec192,state_start_mem_20220514,evt_mem_evt_20250713_ext_jaren_2025_07_13_extension_31d284db85,ast_mem_player_jaren_jackson_jr_f365479aec,player_jaren_jackson_jr,full_roster,player_contract,2022-05-14,2025-07-13,false,Jaren Jackson Jr.,2026,26.4,carryover_2021_22,,,,,,,,"[""2022-05-14|initial_state|held""]"
edg_ast_mem_player_jaren_jackson_jr_f365479aec_evt_m_13f53ed084,evt_mem_evt_20250713_ext_jaren_2025_07_13_extension_31d284db85,evt_mem_evt_20260203_trade_jjj_2026_02_03_trade_db62e31a6e,ast_mem_player_jaren_jackson_jr_f365479aec,player_jaren_jackson_jr,full_roster,player_contract,2025-07-13,2026-02-03,false,Jaren Jackson Jr.,2030,52.5,extension,,,,,,,,"[""2022-05-14|initial_state|held"", ""2025-07-13|extension|modify""]"
edg_ast_mem_player_javon_small_b9e41a2a17_evt_mem_ev_053c35b05f,evt_mem_evt_20250626_draft_javon_small_2025_06_26_dr_4b013e5ff9,evt_mem_evt_20250710_sign_javon_two_way_2025_07_10_c_44b27a9bbf,ast_mem_player_javon_small_b9e41a2a17,player_javon_small,full_roster,draft_pick,2025-06-26,2025-07-10,false,Javon Small,,,draft_pick,,,,,,,,"[""2025-06-26|draft_pick|acquire""]"
edg_ast_mem_player_javon_small_b9e41a2a17_evt_mem_ev_82767de0d1,evt_mem_evt_20250710_sign_javon_two_way_2025_07_10_c_44b27a9bbf,state_end_mem_20260226,ast_mem_player_javon_small_b9e41a2a17,player_javon_small,two_way,two_way_contract,2025-07-10,,true,Javon Small,,,two_way_signing,,,,,,,,"[""2025-06-26|draft_pick|acquire"", ""2025-07-10|contract_signing|modify""]"
edg_ast_mem_player_jaylen_nowell_2046f880aa_evt_mem__fabe65b90c,evt_mem_evt_20231124_sign_jaylen_nowell_2023_11_24_c_0de952bb1a,state_end_mem_20260226,ast_mem_player_jaylen_nowell_2046f880aa,player_jaylen_nowell,full_roster,player_contract,2023-11-24,,true,Jaylen Nowell,,,contract_signing,,,,,,,,"[""2023-11-24|contract_signing|acquire""]"
edg_ast_mem_player_jaylen_wells_27e5e3ac1e_evt_mem_e_eb4a8ab0c0,evt_mem_evt_20240627_draft_wells_2024_06_27_draft_pi_4ec19121bf,evt_mem_evt_20240706_sign_jaylen_wells_2024_07_06_co_4f710b6071,ast_mem_player_jaylen_wells_27e5e3ac1e,player_jaylen_wells,full_roster,draft_pick,2024-06-27,2024-07-06,false,Jaylen Wells,,,draft_pick,,,,,,,,"[""2024-06-27|draft_pick|acquire""]"
edg_ast_mem_player_jaylen_wells_27e5e3ac1e_evt_mem_e_4d654e1c7f,evt_mem_evt_20240706_sign_jaylen_wells_2024_07_06_co_4f710b6071,state_end_mem_20260226,ast_mem_player_jaylen_wells_27e5e3ac1e,player_jaylen_wells,full_roster,player_contract,2024-07-06,,true,Jaylen Wells,,,rookie_scale_signing,,,,,,,,"[""2024-06-27|draft_pick|acquire"", ""2024-07-06|contract_signing|modify""]"
edg_ast_mem_player_jock_landale_ba95761c58_evt_mem_e_235cb8d232,evt_mem_evt_20250715_sign_jock_2025_07_15_contract_s_d094d41916,evt_mem_evt_20260203_trade_jjj_2026_02_03_trade_db62e31a6e,ast_mem_player_jock_landale_ba95761c58,player_jock_landale,full_roster,player_contract,2025-07-15,2026-02-03,false,Jock Landale,,,contract_signing,,,,,,,,"[""2025-07-15|contract_signing|acquire""]"
edg_ast_mem_player_john_konchar_bfb540fa8d_state_sta_02ec3ace12,state_start_mem_20220514,evt_mem_evt_20220707_ext_konchar_2022_07_07_extensio_8af6a02fc9,ast_mem_player_john_konchar_bfb540fa8d,player_john_konchar,full_roster,player_contract,2022-05-14,2022-07-07,false,John Konchar,2023,2.18,carryover_2021_22,,,,,,,,"[""2022-05-14|initial_state|held""]"
edg_ast_mem_player_john_konchar_bfb540fa8d_evt_mem_e_318f61674a,evt_mem_evt_20220707_ext_konchar_2022_07_07_extensio_8af6a02fc9,evt_mem_evt_20260203_trade_jjj_2026_02_03_trade_db62e31a6e,ast_mem_player_john_konchar_bfb540fa8d,player_john_konchar,full_roster,player_contract,2022-07-07,2026-02-03,false,John Konchar,2027,6.2,extension,,,,,,,,"[""2022-05-14|initial_state|held"", ""2022-07-07|extension|modify""]"
edg_ast_mem_player_johnny_davis_70aeb778a5_evt_mem_e_6a15cb56ea,evt_mem_evt_20250206_trade_deadline_2025_02_06_trade_fe97bce1ad,evt_mem_evt_20250221_waive_johnny_2025_02_21_waiver_72aa571ceb,ast_mem_player_johnny_davis_70aeb778a5,player_johnny_davis,full_roster,player_contract,2025-02-06,2025-02-21,false,Johnny Davis,,,trade,,,,,,,,"[""2025-02-06|trade|acquire""]"
edg_ast_mem_player_jordan_goodwin_082edf470d_evt_mem_0d89477f86,evt_mem_evt_20240224_sign_goodwin_two_way_2024_02_24_72bf1b3644,state_end_mem_20260226,ast_mem_player_jordan_goodwin_082edf470d,player_jordan_goodwin,two_way,two_way_contract,2024-02-24,,true,Jordan Goodwin,,,two_way_signing,,,,,,,,"[""2024-02-24|contract_signing|acquire""]"
edg_ast_mem_player_josh_christopher_b77e609687_evt_m_a81a8577f0,evt_mem_evt_20230708_trade_brooks_2023_07_08_trade_16af7da464,evt_mem_evt_20230930_waive_christopher_2023_09_30_wa_277e27ab56,ast_mem_player_josh_christopher_b77e609687,player_josh_christopher,full_roster,player_contract,2023-07-08,2023-09-30,false,Josh Christopher,,,trade,,,,,,,,"[""2023-07-08|trade|acquire""]"
edg_ast_mem_player_justin_bean_7ede504087_evt_mem_ev_a21b259709,evt_mem_evt_20220923_sign_justin_bean_2022_09_23_con_f5a6070232,evt_mem_evt_20221010_waive_justin_bean_2022_10_10_wa_70d641cb5a,ast_mem_player_justin_bean_7ede504087,player_justin_bean,full_roster,player_contract,2022-09-23,2022-10-10,false,Justin Bean,,,contract_signing,,,,,,,,"[""2022-09-23|contract_signing|acquire""]"
edg_ast_mem_player_justinian_jessup_322797a5e5_evt_m_51a29158f1,evt_mem_evt_20250706_trade_will_for_jessup_2025_07_0_4805811c2b,evt_mem_evt_20260205_trade_jessup_2026_02_05_trade_d6d170dd00,ast_mem_player_justinian_jessup_322797a5e5,player_justinian_jessup,full_roster,player_contract,2025-07-06,2026-02-05,false,Justinian Jessup,,,trade,,,,,,,,"[""2025-07-06|trade|acquire""]"
edg_ast_mem_player_kennedy_chandler_54b026578a_evt_m_2de203d093,evt_mem_evt_20220624_trade_chandler_2022_06_24_trade_a5f3307723,evt_mem_evt_20220706_sign_chandler_2022_07_06_contra_b0cba524ca,ast_mem_player_kennedy_chandler_54b026578a,player_kennedy_chandler,full_roster,draft_rights,2022-06-24,2022-07-06,false,Kennedy Chandler,,,draft_night_trade,,,,,,,,"[""2022-06-24|trade|acquire""]"
edg_ast_mem_player_kennedy_chandler_54b026578a_evt_m_2c487f7787,evt_mem_evt_20220706_sign_chandler_2022_07_06_contra_b0cba524ca,evt_mem_evt_20230408_waive_chandler_2023_04_08_waive_2b7f83e90a,ast_mem_player_kennedy_chandler_54b026578a,player_kennedy_chandler,full_roster,player_contract,2022-07-06,2023-04-08,false,Kennedy Chandler,,1.8,rookie_scale_signing,,,,,,,,"[""2022-06-24|trade|acquire"", ""2022-07-06|contract_signing|modify""]"
edg_ast_mem_player_kenny_lofton_jr_6a5c74021a_evt_me_03273cc1a3,evt_mem_evt_20220701_sign_lofton_2022_07_01_contract_53352675bf,evt_mem_evt_20230408_conv_lofton_2023_04_08_conversi_9cf83680b7,ast_mem_player_kenny_lofton_jr_6a5c74021a,player_kenny_lofton_jr,two_way,two_way_contract,2022-07-01,2023-04-08,false,Kenny Lofton Jr.,,,two_way_signing,,,,,,,,"[""2022-07-01|contract_signing|acquire""]"
edg_ast_mem_player_kenny_lofton_jr_6a5c74021a_evt_me_868819b404,evt_mem_evt_20230408_conv_lofton_2023_04_08_conversi_9cf83680b7,evt_mem_evt_20231218_waive_lofton_2023_12_18_waiver_dda3dd4718,ast_mem_player_kenny_lofton_jr_6a5c74021a,player_kenny_lofton_jr,full_roster,player_contract,2023-04-08,2023-12-18,false,Kenny Lofton Jr.,,,conversion,,,,,,,,"[""2022-07-01|contract_signing|acquire"", ""2023-04-08|conversion|modify""]"
edg_ast_mem_player_kentavious_caldwell_pope_31440506_7724e0450a,evt_mem_evt_20250615_trade_bane_2025_06_15_trade_de9587a20e,state_end_mem_20260226,ast_mem_player_kentavious_caldwell_pope_314405064e,player_kentavious_caldwell_pope,full_roster,player_contract,2025-06-15,,true,Kentavious Caldwell-Pope,,,trade,,,,,,,,"[""2025-06-15|trade|acquire""]"
edg_ast_mem_player_killian_tillie_a016de8188_state_s_e1da38371d,state_start_mem_20220514,evt_mem_evt_20221015_waive_tillie_2022_10_15_waiver_5332f329a1,ast_mem_player_killian_tillie_a016de8188,player_killian_tillie,full_roster,player_contract,2022-05-14,2022-10-15,false,Killian Tillie,2023,1.56,carryover_2021_22,,,,,,,,"[""2022-05-14|initial_state|held""]"
edg_ast_mem_player_kobe_bufkin_af8a3b5d9d_evt_mem_ev_3e5142d38e,evt_mem_evt_20251124_sign_bufkin_2025_11_24_contract_67b1f1c0ac,state_end_mem_20260226,ast_mem_player_kobe_bufkin_af8a3b5d9d,player_kobe_bufkin,full_roster,player_contract,2025-11-24,,true,Kobe Bufkin,,,contract_signing,,,,,,,,"[""2025-11-24|contract_signing|acquire""]"
